chr	window_idx	bp	boundary_score
C_gar_LG28	1100	7486847	1.93110309534367
C_gar_LG28	1101	7489556	2.33740778654321
C_gar_LG28	1102	7496335	3.04632191732556
C_gar_LG28	1103	7498371	4.26248784705949
C_gar_LG28	1104	7505895	4.86557937013194
C_gar_LG28	1105	7507865	5.18075767231345
C_gar_LG28	1106	7514221	5.30190754070477
C_gar_LG28	1107	7516919	5.20912561095684
C_gar_LG28	1108	7520311	4.68660991432276
C_gar_LG28	1109	7523093	3.82290263545904
C_gar_LG28	1110	7525240	3.03536625058099
C_gar_LG28	1111	7527142	2.22930317423466
C_gar_LG28	1112	7530479	1.69405235421448
C_gar_LG28	1113	7533508	0.357035752612001
C_gar_LG28	1114	7537420	-0.227147203991524
C_gar_LG28	1115	7540340	-0.400293120840068
C_gar_LG28	1116	7544476	-0.415052672730859
C_gar_LG28	1117	7546577	-0.366172353918022
C_gar_LG28	1118	7550276	0.102128941109409
C_gar_LG28	1119	7555284	0.617182417104018
C_gar_LG28	1120	7558417	0.708070876140241
C_gar_LG28	1121	7560950	0.617182417104018
C_gar_LG28	1122	7565715	0.317513378639471
C_gar_LG28	1123	7572069	0.171518555355003
C_gar_LG28	1124	7581096	0.0679548598584016
C_gar_LG28	1125	7583544	0.329410455256061
C_gar_LG28	1126	7589735	0.410911475576884
C_gar_LG28	1127	7592662	0.512351011694309
C_gar_LG28	1128	7595818	1.52736484008416
C_gar_LG28	1129	7598323	2.34262299784144
C_gar_LG28	1130	7600010	2.22976452069634
C_gar_LG28	1131	7603491	2.13837234070445
C_gar_LG28	1132	7606592	0.413695142675771
C_gar_LG28	1133	7608886	-0.0595285465793978
C_gar_LG28	1134	7612321	-0.259873532759669
C_gar_LG28	1135	7615713	-0.516886419153321
C_gar_LG28	1136	7619732	-0.565628029368485
C_gar_LG28	1137	7624395	-0.565628029368485
C_gar_LG28	1138	7629079	-0.524503888391629
C_gar_LG28	1139	7632766	-0.528390817350987
C_gar_LG28	1140	7638651	-0.655130370782254
C_gar_LG28	1141	7640803	-0.680747318386932
C_gar_LG28	1142	7643946	-0.68476762233036
C_gar_LG28	1143	7646046	-0.777849632865768
C_gar_LG28	1144	7648695	-0.771251850753685
C_gar_LG28	1145	7651313	-0.677763898802537
C_gar_LG28	1146	7655724	-0.533206351542346
C_gar_LG28	1147	7659169	-0.526011346806968
C_gar_LG28	1148	7662253	-0.44179960054825
C_gar_LG28	1149	7665466	-0.498208819237702
C_gar_LG28	1150	7668913	-0.440842228329004
C_gar_LG28	1151	7672950	-0.409523289943184
C_gar_LG28	1152	7674985	-0.298254695916081
C_gar_LG28	1153	7677924	-0.229992501535115
C_gar_LG28	1154	7681296	-0.229992501535115
C_gar_LG28	1155	7683632	-0.229992501535115
C_gar_LG28	1156	7687084	-0.343585159944346
C_gar_LG28	1157	7689173	-0.432901682569835
C_gar_LG28	1158	7693331	-0.529458953438774
C_gar_LG28	1159	7696704	-0.547594200041423
C_gar_LG28	1160	7699319	-0.5518174221587
C_gar_LG28	1161	7702082	-0.541864707470011
C_gar_LG28	1162	7705437	-0.548425598127811
C_gar_LG28	1163	7707551	-0.671766995970914
C_gar_LG28	1164	7709575	-0.677205149108919
C_gar_LG28	1165	7713798	-0.673470905347426
C_gar_LG28	1166	7718997	-0.553957606103393
C_gar_LG28	1167	7720850	-0.564439128141216
C_gar_LG28	1168	7723249	-0.553957606103393
C_gar_LG28	1169	7725483	-0.541864707470011
C_gar_LG28	1170	7729144	-0.407229700137823
C_gar_LG28	1171	7733297	-0.275416726008742
C_gar_LG28	1172	7736927	1.48741816411113
C_gar_LG28	1173	7745005	2.02671996491253
C_gar_LG28	1174	7749086	4.02177196202166
C_gar_LG28	1175	7757639	4.47630238261188
C_gar_LG28	1176	7761058	4.91390693563241
C_gar_LG28	1177	7765828	5.20434482173373
C_gar_LG28	1178	7768556	5.39809348858718
C_gar_LG28	1179	7774424	5.290766917184
C_gar_LG28	1180	7777469	5.13636455116844
C_gar_LG28	1181	7778922	4.84082549040753
C_gar_LG28	1182	7780628	2.75143508700122
C_gar_LG28	1183	7781729	2.238302409684
C_gar_LG28	1184	7784505	0.07296295506292
C_gar_LG28	1185	7789179	-0.550258004492778
C_gar_LG28	1186	7791702	-0.648171831784965
C_gar_LG28	1187	7793929	-0.728531616886711
C_gar_LG28	1188	7795842	-0.745536055103061
C_gar_LG28	1189	7799320	-0.753866622923854
C_gar_LG28	1190	7803026	-0.758472883508418
C_gar_LG28	1191	7811361	-0.768898850437092
C_gar_LG28	1192	7814772	-0.778405971977562
C_gar_LG28	1193	7817884	-0.780391473946456
C_gar_LG28	1194	7820074	-0.780169000081523
C_gar_LG28	1195	7822966	-0.758984912945608
C_gar_LG28	1196	7827623	-0.714629929051921
C_gar_LG28	1197	7830168	-0.713076973867376
C_gar_LG28	1198	7832637	-0.707913537705956
C_gar_LG28	1199	7835458	-0.707913537705956
C_gar_LG28	1200	7838834	-0.713076973867477
C_gar_LG28	1201	7842615	-0.722330661122943
C_gar_LG28	1202	7849314	-0.731070622799657
C_gar_LG28	1203	7853106	-0.732581365633404
C_gar_LG28	1204	7856991	-0.755330790978373
C_gar_LG28	1205	7868129	-0.758233138366231
C_gar_LG28	1206	7871458	-0.753966294610695
C_gar_LG28	1207	7874492	-0.753966294610695
C_gar_LG28	1208	7878840	-0.739293148811746
C_gar_LG28	1209	7886850	-0.718713872131913
C_gar_LG28	1210	7891489	-0.703637485302987
C_gar_LG28	1211	7900287	-0.691043379900953
C_gar_LG28	1212	7901794	-0.691112109093172
C_gar_LG28	1213	7907552	-0.738483417027624
C_gar_LG28	1214	7910936	-0.770524687157577
C_gar_LG28	1215	7913911	-0.77195455355266
C_gar_LG28	1216	7917581	-0.766874952392745
C_gar_LG28	1217	7926155	-0.732210626735177
C_gar_LG28	1218	7928691	-0.732443557423792
C_gar_LG28	1219	7932343	-0.751098276734024
C_gar_LG28	1220	7935245	-0.753386209638139
C_gar_LG28	1221	7937819	-0.749551676569213
C_gar_LG28	1222	7941436	-0.749551676569213
C_gar_LG28	1223	7946302	-0.730852756107208
C_gar_LG28	1224	7948244	-0.728214216569832
C_gar_LG28	1225	7952612	-0.697696431193752
C_gar_LG28	1226	7956421	-0.68054869526509
C_gar_LG28	1227	7961765	-0.657110916957194
C_gar_LG28	1228	7966515	-0.645685340205084
C_gar_LG28	1229	7971673	-0.640907884488641
C_gar_LG28	1230	7977274	-0.597504303533672
C_gar_LG28	1231	7979694	-0.581620846746739
C_gar_LG28	1232	7985126	-0.559100422665658
C_gar_LG28	1233	7988136	-0.543390387122001
C_gar_LG28	1234	7992085	-0.54281836865607
C_gar_LG28	1235	7994535	-0.564897663109863
C_gar_LG28	1236	8002233	-0.580371523541491
C_gar_LG28	1237	8006219	-0.589552381251988
C_gar_LG28	1238	8009731	-0.631967253013043
C_gar_LG28	1239	8012859	-0.693008531575438
C_gar_LG28	1240	8019106	-0.715542053359543
C_gar_LG28	1241	8021260	-0.716757750611707
C_gar_LG28	1242	8025947	-0.716757750611707
C_gar_LG28	1243	8028571	-0.713070591198846
C_gar_LG28	1244	8031184	-0.715921970020102
C_gar_LG28	1245	8036389	-0.715921970020102
C_gar_LG28	1246	8039318	-0.691982608288427
C_gar_LG28	1247	8042866	-0.674282526325019
C_gar_LG28	1248	8045911	-0.672034099157766
C_gar_LG28	1249	8049156	-0.612585513187637
C_gar_LG28	1250	8055137	-0.50707023817095
C_gar_LG28	1251	8058373	-0.492640806534995
C_gar_LG28	1252	8068557	-0.496048641192156
C_gar_LG28	1253	8071614	-0.509366584402888
C_gar_LG28	1254	8076347	-0.493183051017352
C_gar_LG28	1255	8079090	-0.457156523825565
C_gar_LG28	1256	8082377	-0.385766988497953
C_gar_LG28	1257	8085876	-0.385766988497953
C_gar_LG28	1258	8088405	-0.385766988497953
C_gar_LG28	1259	8093497	-0.4682822569495
C_gar_LG28	1260	8096314	-0.574721225387636
C_gar_LG28	1261	8101944	-0.623039075421023
C_gar_LG28	1262	8103436	-0.607702469978515
C_gar_LG28	1263	8105255	-0.636905935727751
C_gar_LG28	1264	8109422	-0.594590498446762
C_gar_LG28	1265	8111497	-0.517235144588432
C_gar_LG28	1266	8113593	-0.454367908492918
C_gar_LG28	1267	8115903	-0.331617090549948
C_gar_LG28	1268	8119896	-0.331617090549948
C_gar_LG28	1269	8124141	-0.331617090549948
C_gar_LG28	1270	8127421	-0.392161294676605
C_gar_LG28	1271	8130388	-0.421203582781594
C_gar_LG28	1272	8136012	-0.445150616477695
C_gar_LG28	1273	8140194	-0.472745157426414
C_gar_LG28	1274	8143982	-0.494190590349504
C_gar_LG28	1275	8146416	-0.518758443391668
C_gar_LG28	1276	8149863	-0.552482415374468
C_gar_LG28	1277	8153641	-0.661782788115168
C_gar_LG28	1278	8156692	-0.696872677952918
C_gar_LG28	1279	8160984	-0.686546865529515
C_gar_LG28	1280	8166978	-0.661782788115168
C_gar_LG28	1281	8169268	-0.630169886389289
C_gar_LG28	1282	8172034	-0.596178073353801
C_gar_LG28	1283	8174790	-0.433662194372658
C_gar_LG28	1284	8178318	-0.401243074703677
C_gar_LG28	1285	8181438	-0.287395010653973
C_gar_LG28	1286	8189720	0.0473829016956234
C_gar_LG28	1287	8193306	0.125499721761501
C_gar_LG28	1288	8197993	0.209816284692765
C_gar_LG28	1289	8201107	0.891051509993429
C_gar_LG28	1290	8203581	1.07352983577888
C_gar_LG28	1291	8205516	1.67191354344532
C_gar_LG28	1292	8207682	1.69863212055476
C_gar_LG28	1293	8212362	1.32546275185234
C_gar_LG28	1294	8216436	1.30000880223328
C_gar_LG28	1295	8220723	0.949041670033847
C_gar_LG28	1296	8225424	0.115969967969993
C_gar_LG28	1297	8228429	-0.274219030598075
C_gar_LG28	1298	8233824	-0.274219030598075
C_gar_LG28	1299	8236260	-0.313372722916734
C_gar_LG28	1300	8238894	-0.0165460774140889
C_gar_LG28	1301	8242831	0.112154105335091
C_gar_LG28	1302	8244962	0.183294626598164
C_gar_LG28	1303	8248225	0.496542587441641
C_gar_LG28	1304	8251269	0.438725500817164
C_gar_LG28	1305	8253106	0.593606512046408
C_gar_LG28	1306	8256578	1.380155669669
C_gar_LG28	1307	8258309	1.47486983418306
C_gar_LG28	1308	8260760	0.997012040082521
C_gar_LG28	1309	8264446	0.989757155420365
C_gar_LG28	1310	8267099	0.422074636714279
C_gar_LG28	1311	8270584	-0.122610751671083
C_gar_LG28	1312	8273474	-0.365431981216956
C_gar_LG28	1313	8275368	-0.492563272552881
C_gar_LG28	1314	8278744	-0.53660796428114
C_gar_LG28	1315	8281660	-0.391950535670598
C_gar_LG28	1316	8284274	-0.196913462389975
C_gar_LG28	1317	8285741	-0.083745029698536
C_gar_LG28	1318	8288742	0.100242098937014
C_gar_LG28	1319	8294637	0.24433512828895
C_gar_LG28	1320	8297569	0.181039700667421
C_gar_LG28	1321	8301263	0.0718861554663325
C_gar_LG28	1322	8303246	-0.289318587385396
C_gar_LG28	1323	8310146	-0.445076247065674
C_gar_LG28	1324	8313151	-0.549361160452462
C_gar_LG28	1325	8316763	-0.555602304162366
C_gar_LG28	1326	8319300	-0.555602304162366
C_gar_LG28	1327	8327380	-0.562073344867216
C_gar_LG28	1328	8329273	-0.572126717795462
C_gar_LG28	1329	8335982	-0.580082412739992
C_gar_LG28	1330	8338282	-0.626016325549765
C_gar_LG28	1331	8341088	-0.572126717795462
C_gar_LG28	1332	8344836	-0.411828164368744
C_gar_LG28	1333	8347488	-0.326678766278379
C_gar_LG28	1334	8351239	-0.326365410336309
C_gar_LG28	1335	8353026	-0.375310343078583
C_gar_LG28	1336	8355685	-0.418623105709762
C_gar_LG28	1337	8365336	-0.457427159754985
C_gar_LG28	1338	8368874	-0.466100568046192
C_gar_LG28	1339	8376368	-0.522981433347803
C_gar_LG28	1340	8383653	-0.604114168209657
C_gar_LG28	1341	8387916	-0.635603863212287
C_gar_LG28	1342	8390703	-0.554275565819746
C_gar_LG28	1343	8397571	-0.55545456037741
C_gar_LG28	1344	8401408	-0.55545456037741
C_gar_LG28	1345	8404464	-0.513929612858119
C_gar_LG28	1346	8409638	-0.484062136443056
C_gar_LG28	1347	8411661	-0.480679075805179
C_gar_LG28	1348	8415123	-0.484062136443056
C_gar_LG28	1349	8418876	-0.578582346566735
C_gar_LG28	1350	8422264	-0.629401177977805
C_gar_LG28	1351	8424848	-0.640741154643078
C_gar_LG28	1352	8428318	-0.651450991961687
C_gar_LG28	1353	8431575	-0.608879205086624
C_gar_LG28	1354	8433939	-0.536177546496881
C_gar_LG28	1355	8438663	-0.439961858270889
C_gar_LG28	1356	8447047	-0.445247902742233
C_gar_LG28	1357	8454500	-0.438437716554913
C_gar_LG28	1358	8457619	-0.38512361860707
C_gar_LG28	1359	8459973	-0.381195105254632
C_gar_LG28	1360	8462737	-0.468749168845536
C_gar_LG28	1361	8464279	-0.46853182867829
C_gar_LG28	1362	8466865	-0.524925318516618
C_gar_LG28	1363	8470553	-0.489423569531715
C_gar_LG28	1364	8472701	-0.416307160518163
C_gar_LG28	1365	8475936	-0.409683074042187
C_gar_LG28	1366	8480222	-0.179184401592382
C_gar_LG28	1367	8483779	0.0905767929431257
C_gar_LG28	1368	8488489	0.42245357200189
C_gar_LG28	1369	8490727	0.812963998046881
C_gar_LG28	1370	8494565	1.30959415537284
C_gar_LG28	1371	8497929	1.55425489225296
C_gar_LG28	1372	8500411	1.65219749001894
C_gar_LG28	1373	8503827	1.79641911596773
C_gar_LG28	1374	8505585	1.79641911596773
C_gar_LG28	1375	8507658	1.58426634638886
C_gar_LG28	1376	8510699	1.3908132165993
C_gar_LG28	1377	8515999	0.925911166640689
C_gar_LG28	1378	8519312	0.49420294295585
C_gar_LG28	1379	8524186	-0.0239368053098666
C_gar_LG28	1380	8526224	-0.221123530591933
C_gar_LG28	1381	8530308	-0.323184731030676
C_gar_LG28	1382	8533618	-0.119377747028872
C_gar_LG28	1383	8535960	0.0319523136034058
C_gar_LG28	1384	8539425	0.0673683501168487
C_gar_LG28	1385	8543369	0.335457008430577
C_gar_LG28	1386	8545728	0.335457008430577
C_gar_LG28	1387	8548481	0.244171461558153
C_gar_LG28	1388	8553218	-0.129803717226167
C_gar_LG28	1389	8556652	-0.259384634108174
C_gar_LG28	1390	8561715	-0.259384634108174
C_gar_LG28	1391	8563982	-0.346015422513368
C_gar_LG28	1392	8565154	-0.0460906177689924
C_gar_LG28	1393	8568704	0.244810800578676
C_gar_LG28	1394	8571828	0.286254208003957
C_gar_LG28	1395	8574016	0.244810800578676
C_gar_LG28	1396	8578069	0.245423757477126
C_gar_LG28	1397	8580045	0.286254208003957
C_gar_LG28	1398	8583379	0.325232252241828
C_gar_LG28	1399	8586383	0.442334052332485
C_gar_LG28	1400	8588293	0.736520157085298
C_gar_LG28	1401	8593281	0.919358842202459
C_gar_LG28	1402	8595019	0.862140066666509
C_gar_LG28	1403	8597380	0.691188584455009
C_gar_LG28	1404	8604177	0.789478701604518
C_gar_LG28	1405	8607440	0.803368094964007
C_gar_LG28	1406	8610337	0.793103603011891
C_gar_LG28	1407	8613032	0.710796135228114
C_gar_LG28	1408	8616860	0.710796135228114
C_gar_LG28	1409	8619047	0.57676049450411
C_gar_LG28	1410	8621993	0.648930141737241
C_gar_LG28	1411	8626543	0.648930141737241
C_gar_LG28	1412	8628314	0.759055073704762
C_gar_LG28	1413	8629176	0.85896814748296
C_gar_LG28	1414	8630317	1.48441311430695
C_gar_LG28	1415	8633557	1.4923701178508
C_gar_LG28	1416	8637206	1.5454525261214
C_gar_LG28	1417	8639108	1.41922162601498
C_gar_LG28	1418	8643666	0.745249958704329
C_gar_LG28	1419	8646936	-0.136088756884754
C_gar_LG28	1420	8650440	-0.280777331253702
C_gar_LG28	1421	8656315	-0.315950538957302
C_gar_LG28	1422	8662365	-0.0112458643558604
C_gar_LG28	1423	8665053	-0.0112458643558604
C_gar_LG28	1424	8669540	-0.136924957325725
C_gar_LG28	1425	8672747	-0.363667761033593
C_gar_LG28	1426	8677451	-0.504074765429783
C_gar_LG28	1427	8680710	-0.472478029701486
C_gar_LG28	1428	8683487	-0.256212505285612
C_gar_LG28	1429	8688203	0.563072033342545
C_gar_LG28	1430	8691110	0.900441504402023
C_gar_LG28	1431	8693889	0.996138385569304
C_gar_LG28	1432	8695840	0.996138385569304
C_gar_LG28	1433	8698730	0.863417850552603
C_gar_LG28	1434	8701553	-0.082780100795906
C_gar_LG28	1435	8703279	-0.302942203275795
C_gar_LG28	1436	8707538	-0.353090727517974
C_gar_LG28	1437	8712597	-0.358421793981994
C_gar_LG28	1438	8717838	-0.387482118085481
C_gar_LG28	1439	8721909	-0.428921009369164
C_gar_LG28	1440	8726212	-0.454767525104333
C_gar_LG28	1441	8732231	-0.530582416423134
C_gar_LG28	1442	8734828	-0.600501904742216
C_gar_LG28	1443	8737876	-0.539194006119702
C_gar_LG28	1444	8740395	-0.433760093311423
C_gar_LG28	1445	8743562	-0.329172424107835
C_gar_LG28	1446	8749363	-0.224265555891271
C_gar_LG28	1447	8752137	-0.187662341317951
C_gar_LG28	1448	8754347	-0.153416797748167
C_gar_LG28	1449	8757627	-0.153416797748167
C_gar_LG28	1450	8762737	-0.163178705557023
C_gar_LG28	1451	8764843	-0.221070902152871
C_gar_LG28	1452	8767307	-0.347646750724018
C_gar_LG28	1453	8768484	-0.466640110382112
C_gar_LG28	1454	8770616	-0.398845750275858
C_gar_LG28	1455	8776104	-0.407701612944595
C_gar_LG28	1456	8780251	-0.437550350135398
C_gar_LG28	1457	8781413	-0.459873537206244
C_gar_LG28	1458	8783672	-0.464205822874147
C_gar_LG28	1459	8788016	-0.437511402905732
C_gar_LG28	1460	8790514	-0.450496802495002
C_gar_LG28	1461	8794760	-0.612521667751445
C_gar_LG28	1462	8797620	-0.643632401108372
C_gar_LG28	1463	8802249	-0.654538568316636
C_gar_LG28	1464	8805505	-0.57736563351406
C_gar_LG28	1465	8807847	-0.536335436988523
C_gar_LG28	1466	8813195	-0.333677057767255
C_gar_LG28	1467	8817131	-0.240060497655826
C_gar_LG28	1468	8820516	-0.224720446982389
C_gar_LG28	1469	8824186	-0.222959038642246
C_gar_LG28	1470	8828464	-0.252403680673963
C_gar_LG28	1471	8832239	-0.252403680673963
C_gar_LG28	1472	8837837	-0.252403680673963
C_gar_LG28	1473	8841171	-0.147171294863877
C_gar_LG28	1474	8843847	-0.0656581607488374
C_gar_LG28	1475	8846591	-0.0670640395579884
C_gar_LG28	1476	8848536	-0.0627322072664077
C_gar_LG28	1477	8851472	-0.0445477226098699
C_gar_LG28	1478	8855102	-0.0489123213390762
C_gar_LG28	1479	8858182	-0.145700993358767
C_gar_LG28	1480	8861050	-0.269428837339671
C_gar_LG28	1481	8864304	-0.347675142152393
C_gar_LG28	1482	8866351	-0.4044382641058
C_gar_LG28	1483	8868879	-0.238544787422053
C_gar_LG28	1484	8873945	-0.129430521778408
C_gar_LG28	1485	8877895	-0.15029328633948
C_gar_LG28	1486	8881180	-0.11546921973677
C_gar_LG28	1487	8884353	0.0288064400272131
C_gar_LG28	1488	8890400	0.0235737125199088
C_gar_LG28	1489	8892619	0.0235737125199088
C_gar_LG28	1490	8895404	-0.0209614201599925
C_gar_LG28	1491	8897888	-0.060234019593643
C_gar_LG28	1492	8902373	-0.246315470991374
C_gar_LG28	1493	8907073	-0.531075634052876
C_gar_LG28	1494	8908512	-0.632418888947314
C_gar_LG28	1495	8910241	-0.652513489149655
C_gar_LG28	1496	8912588	-0.679982439299157
C_gar_LG28	1497	8921151	-0.689354161949912
C_gar_LG28	1498	8927245	-0.682418386493255
C_gar_LG28	1499	8933181	-0.692810457651316
C_gar_LG28	1500	8936097	-0.699945749948297
C_gar_LG28	1501	8942335	-0.686802497481308
C_gar_LG28	1502	8944358	-0.683953796974727
C_gar_LG28	1503	8953003	-0.674544746217838
C_gar_LG28	1504	8954381	-0.652898697329623
C_gar_LG28	1505	8955897	-0.607203136253548
C_gar_LG28	1506	8962745	-0.652621320801376
C_gar_LG28	1507	8966047	-0.610326323035057
C_gar_LG28	1508	8969897	-0.583493156642485
C_gar_LG28	1509	8972602	-0.587771301972271
C_gar_LG28	1510	8979712	-0.643488735630142
C_gar_LG28	1511	8983282	-0.674136142432782
C_gar_LG28	1512	8984560	-0.667860392081743
C_gar_LG28	1513	8986241	-0.667860392081743
C_gar_LG28	1514	8988712	-0.509106353376085
C_gar_LG28	1515	8991071	-0.416441028337356
C_gar_LG28	1516	8995696	-0.42125486873936
C_gar_LG28	1517	9000249	-0.364830902022841
C_gar_LG28	1518	9005354	-0.431601745102556
C_gar_LG28	1519	9008849	-0.526391896295932
C_gar_LG28	1520	9011058	-0.607706843595379
C_gar_LG28	1521	9015631	-0.607706843595379
C_gar_LG28	1522	9019636	-0.61217459496197
C_gar_LG28	1523	9023512	-0.607706843595379
C_gar_LG28	1524	9027358	-0.529559504933263
C_gar_LG28	1525	9033859	-0.490299110055621
C_gar_LG28	1526	9035469	-0.452369730894217
C_gar_LG28	1527	9037261	-0.390004593420432
C_gar_LG28	1528	9041936	-0.366546262041357
C_gar_LG28	1529	9044553	-0.366546262041357
C_gar_LG28	1530	9048739	-0.401766409082881
C_gar_LG28	1531	9052901	-0.432831594852418
C_gar_LG28	1532	9059067	-0.532099935614609
C_gar_LG28	1533	9062325	-0.588924686977487
C_gar_LG28	1534	9069102	-0.614131352539086
C_gar_LG28	1535	9072859	-0.614131352539086
C_gar_LG28	1536	9074825	-0.626789484939198
C_gar_LG28	1537	9078839	-0.5912568979915
C_gar_LG28	1538	9081003	-0.557823395838339
C_gar_LG28	1539	9088157	-0.557823395838339
C_gar_LG28	1540	9092853	-0.552704926672501
C_gar_LG28	1541	9099018	-0.488510317212001
C_gar_LG28	1542	9102881	-0.552704926672501
C_gar_LG28	1543	9106302	-0.609298516979212
C_gar_LG28	1544	9110008	-0.609298516979212
C_gar_LG28	1545	9114424	-0.609298516979212
C_gar_LG28	1546	9118786	-0.58044536216003
C_gar_LG28	1547	9123884	-0.528019036266375
C_gar_LG28	1548	9127768	-0.528019036266375
C_gar_LG28	1549	9130762	-0.54376996008536
C_gar_LG28	1550	9137048	-0.611831113244482
C_gar_LG28	1551	9144322	-0.681785438727573
C_gar_LG28	1552	9149502	-0.718960563253058
C_gar_LG28	1553	9154095	-0.741522495791737
C_gar_LG28	1554	9158389	-0.740962645615589
C_gar_LG28	1555	9160909	-0.739895276135116
C_gar_LG28	1556	9167046	-0.685856133589337
C_gar_LG28	1557	9171535	-0.629509007626769
C_gar_LG28	1558	9176439	-0.49668466751276
C_gar_LG28	1559	9179041	-0.434455469850166
C_gar_LG28	1560	9183095	-0.325666359234485
C_gar_LG28	1561	9190376	-0.328700732398746
C_gar_LG28	1562	9195423	-0.328700732398746
C_gar_LG28	1563	9198631	-0.473328294668443
C_gar_LG28	1564	9200631	-0.462921010056513
C_gar_LG28	1565	9203512	-0.45990778858883
C_gar_LG28	1566	9206319	-0.446870256671029
C_gar_LG28	1567	9210194	-0.446870256671029
C_gar_LG28	1568	9212960	-0.414400781823758
C_gar_LG28	1569	9217357	-0.455436639404527
C_gar_LG28	1570	9222745	-0.500981604145862
C_gar_LG28	1571	9227305	-0.457136879220536
C_gar_LG28	1572	9232035	-0.457136879220536
C_gar_LG28	1573	9237257	-0.477813092403195
C_gar_LG28	1574	9245944	-0.477813092403195
C_gar_LG28	1575	9249950	-0.470082785841934
C_gar_LG28	1576	9257755	-0.433629245408784
C_gar_LG28	1577	9263000	-0.430697983881298
C_gar_LG28	1578	9266264	-0.377633951349842
C_gar_LG28	1579	9271308	-0.316451518523807
C_gar_LG28	1580	9277149	-0.0540295218087474
C_gar_LG28	1581	9280472	-0.0364202688475137
C_gar_LG28	1582	9284037	-0.0637857482534846
C_gar_LG28	1583	9287197	-0.145166950649952
C_gar_LG28	1584	9289788	-0.172285675317571
C_gar_LG28	1585	9291036	-0.127657070350818
C_gar_LG28	1586	9296460	-0.0475380178617303
C_gar_LG28	1587	9300175	0.0167983707499812
C_gar_LG28	1588	9305101	0.0189581573491524
C_gar_LG28	1589	9306871	-0.0742858394946045
C_gar_LG28	1590	9309660	-0.395851925608573
C_gar_LG28	1591	9312268	-0.522964439246272
C_gar_LG28	1592	9317368	-0.574724135699178
C_gar_LG28	1593	9320205	-0.593233560810561
C_gar_LG28	1594	9323614	-0.541170060547006
C_gar_LG28	1595	9325531	-0.479860376791847
C_gar_LG28	1596	9328578	-0.415899371952872
C_gar_LG28	1597	9332581	-0.415899371952872
C_gar_LG28	1598	9334570	-0.415899371952872
C_gar_LG28	1599	9337085	-0.547538771757961
C_gar_LG28	1600	9341595	-0.600760595529196
C_gar_LG28	1601	9345515	-0.651755595625808
C_gar_LG28	1602	9350925	-0.575349953881579
C_gar_LG28	1603	9353271	-0.482229707985675
C_gar_LG28	1604	9356387	-0.0134410778278682
C_gar_LG28	1605	9360245	-0.038445555084699
C_gar_LG28	1606	9364386	-0.103264909154905
C_gar_LG28	1607	9365903	-0.0582728156161581
C_gar_LG28	1608	9370107	-0.15309239859089
C_gar_LG28	1609	9376692	0.421762599048813
C_gar_LG28	1610	9380064	0.699168046900867
C_gar_LG28	1611	9381935	2.21204332707207
C_gar_LG28	1612	9384538	3.66321664378193
C_gar_LG28	1613	9386543	3.26831415267476
C_gar_LG28	1614	9391266	3.26831415267476
C_gar_LG28	1615	9394242	2.72985565167648
C_gar_LG28	1616	9398147	0.423094017344496
C_gar_LG28	1617	9402761	-0.0652450061868252
C_gar_LG28	1618	9405954	-0.122304762558764
C_gar_LG28	1619	9407641	-0.165615832341725
C_gar_LG28	1620	9412738	-0.00245993758909054
C_gar_LG28	1621	9415402	0.733265190233566
C_gar_LG28	1622	9417495	1.86837548196875
C_gar_LG28	1623	9419200	1.07673927395412
C_gar_LG28	1624	9422376	1.15959145812948
C_gar_LG28	1625	9425718	1.72630760918828
C_gar_LG28	1626	9428480	2.30736225197363
C_gar_LG28	1627	9430121	4.49373056447202
C_gar_LG28	1628	9433709	4.89714781048363
C_gar_LG28	1629	9436750	5.47634945610042
C_gar_LG28	1630	9440264	5.95053060036692
C_gar_LG28	1631	9443148	6.23856334982446
C_gar_LG28	1632	9446025	6.23856334982446
C_gar_LG28	1633	9448777	6.07838306313227
C_gar_LG28	1634	9451085	4.141400062907
C_gar_LG28	1635	9454420	3.10527884831875
C_gar_LG28	1636	9459485	1.24392733045155
C_gar_LG28	1637	9463397	0.765332914870273
C_gar_LG28	1638	9468428	0.449810341898063
C_gar_LG28	1639	9473847	0.26927304540211
C_gar_LG28	1640	9477130	-0.0427635321468037
C_gar_LG28	1641	9479396	-0.397163496268817
C_gar_LG28	1642	9481680	-0.517264139030762
C_gar_LG28	1643	9483042	-0.565409590659137
C_gar_LG28	1644	9485665	-0.569270438897021
C_gar_LG28	1645	9487440	-0.556935370890233
C_gar_LG28	1646	9490750	-0.579306937009078
C_gar_LG28	1647	9494620	-0.666518516104521
C_gar_LG28	1648	9501241	-0.667040049034996
C_gar_LG28	1649	9506323	-0.667040049034996
C_gar_LG28	1650	9508747	-0.656763220120004
C_gar_LG28	1651	9514102	-0.625104811071942
C_gar_LG28	1652	9521027	-0.580148600050257
C_gar_LG28	1653	9523112	-0.580148600050257
C_gar_LG28	1654	9530694	-0.605294897981161
C_gar_LG28	1655	9533774	-0.613375264640413
C_gar_LG28	1656	9536011	-0.619728542802703
C_gar_LG28	1657	9539574	-0.634332669223094
C_gar_LG28	1658	9544129	-0.70672893004158
C_gar_LG28	1659	9546899	-0.707987091185781
C_gar_LG28	1660	9547906	-0.699867056677785
C_gar_LG28	1661	9551031	-0.664137765310403
C_gar_LG28	1662	9554317	-0.673260318161566
C_gar_LG28	1663	9557203	-0.673260318161566
